170,24,24,59
172,23,24,59
173,23,24,59
175,20,24,59
178,16,24,59
176,17,24,59
174,17,24,59
171,19,24,59
168,20,24,59
165,20,24,59
163,21,24,59
159,19,24,59
157,19,24,59
155,20,24,59
154,23,24,59
155,26,24,59
158,31,24,59
160,30,24,59
161,30,24,59
160,32,24,59
160,33,24,59
158,36,24,59
154,39,24,59
148,43,24,59
143,46,24,59
136,49,24,59
137,50,24,59
141,53,24,59
145,57,24,59
148,61,24,59
152,70,24,59
158,76,24,59
161,79,24,59
163,82,24,59
164,92,24,59
163,95,24,59
163,98,24,59
167,115,24,59
166,116,24,59
166,116,24,59
166,118,24,59
161,118,24,59
163,118,24,59
161,121,24,59
161,121,24,59
161,120,24,59
161,121,24,59
162,123,24,59
163,125,24,59
164,125,24,59
164,125,24,59
164,126,24,59
177,135,24,59
176,132,24,59
167,127,24,59
188,135,24,59
187,120,24,59
174,94,24,59
174,91,24,59
176,87,24,59
171,70,24,59
195,65,24,59
217,58,24,59
217,37,24,59
218,56,24,59
209,30,24,59
210,26,24,59
210,26,24,59
211,24,24,59
211,36,24,59
211,39,24,59
220,59,24,59
191,59,24,59
164,62,24,59
164,63,24,59
162,65,24,59
162,67,24,59
163,69,24,59
162,69,24,59
139,54,24,59
141,56,24,59
156,52,24,59
160,51,24,59
165,51,24,59
167,51,24,59
169,51,24,59
168,52,24,59
168,52,24,59
166,53,24,59
165,53,24,59
163,53,24,59
162,52,24,59
162,52,24,59
162,53,24,59
164,53,24,59
165,53,24,59
165,54,24,59
166,54,24,59
166,54,24,59
166,54,24,59
166,53,24,59
165,53,24,59
164,53,24,59
163,53,24,59
163,54,24,59
164,54,24,59
164,54,24,59
164,55,24,59
164,55,24,59
164,55,24,59
164,56,24,59
164,55,24,59
164,55,24,59
165,55,24,59
165,54,24,59
165,54,24,59
165,54,24,59
165,54,24,59
166,54,24,59
165,54,24,59
165,55,24,59
164,56,24,59
164,56,24,59
164,55,24,59
165,54,24,59
165,53,24,59
165,53,24,59
165,53,24,59
165,52,24,59
165,51,24,59
164,49,24,59
164,49,24,59
164,49,24,59
158,73,24,59
164,49,24,59
165,49,24,59
165,50,24,59
165,53,24,59
165,54,24,59
165,55,24,59
166,55,24,59
165,55,24,59
165,55,24,59
165,56,24,59
165,57,24,59
165,56,24,59
165,56,24,59
165,57,24,59
165,58,24,59
165,59,24,59
164,59,24,59
160,61,24,59
157,65,24,59
154,67,24,59
153,66,24,59
153,65,24,59
152,66,24,59
153,66,24,59
153,67,24,59
154,67,24,59
155,66,24,59
156,66,24,59
156,65,24,59
157,65,24,59
158,64,24,59
157,62,24,59
158,61,24,59
160,60,24,59
159,60,24,59
158,59,24,59
158,59,24,59
159,58,24,59
159,57,24,59
159,57,24,59
158,56,24,59
158,55,24,59
159,54,24,59
159,52,24,59
159,48,24,59
158,44,24,59
157,41,24,59
157,40,24,59
158,41,24,59
158,43,24,59
159,42,24,59
161,44,24,59
161,43,24,59
161,41,24,59
160,39,24,59
158,39,24,59
157,42,24,59
157,44,24,59
157,44,24,59
158,43,24,59
158,42,24,59
158,43,24,59
156,45,24,59
154,45,24,59
153,44,24,59
148,46,24,59
145,48,24,59
143,51,24,59
142,51,24,59
141,51,24,59
142,53,24,59
142,53,24,59
142,52,24,59
142,51,24,59
141,50,24,59
141,49,24,59
140,49,24,59
140,48,24,59
139,46,24,59
139,45,24,59
139,45,24,59
139,45,24,59
140,45,24,59
140,44,24,59
140,43,24,59
140,43,24,59
141,42,24,59
140,40,24,59
140,40,24,59
141,39,24,59
141,39,24,59
