741,228,181,113
743,237,176,96
743,244,174,80
743,224,180,111
742,231,181,101
745,222,179,117
754,219,176,124
755,213,175,133
761,214,174,137
759,210,174,140
760,214,171,132
764,208,171,143
765,210,171,141
769,203,169,149
771,225,162,113
778,239,150,94
782,238,147,93
781,215,161,138
784,232,158,104
782,216,185,128
786,202,202,147
791,181,201,171
792,172,198,180
797,194,193,149
801,194,187,145
801,191,201,146
804,196,183,138
808,181,222,152
811,195,176,137
812,188,193,146
815,192,182,142
817,193,183,151
824,195,173,149
827,199,167,140
831,203,165,133
831,204,152,130
831,206,154,118
836,205,142,122
838,208,138,116
847,213,119,100
846,208,139,111
853,212,123,105
855,207,138,110
856,202,135,124
855,198,142,128
859,198,143,127
867,207,109,109
870,207,107,108
877,206,108,107
883,208,83,102
884,207,84,104
890,204,83,99
893,207,79,86
891,206,71,84
892,199,76,92
894,204,68,85
890,194,79,94
890,193,81,96
896,197,70,91
887,194,103,107
901,199,60,91
902,201,60,90
900,200,73,96
899,201,72,98
889,184,122,122
900,202,70,99
889,190,116,116
908,203,53,96
906,205,57,93
908,204,53,92
907,205,55,95
908,203,57,99
906,203,62,97
907,205,57,101
909,205,56,98
908,205,56,98
905,205,71,101
909,207,59,94
909,207,55,100
911,207,50,98
909,204,55,103
904,203,57,104
888,192,134,131
897,203,65,101
888,192,139,130
896,200,69,103
889,194,126,122
882,191,113,129
890,201,71,106
890,193,93,117
893,198,79,107
891,197,84,111
886,194,96,122
891,197,87,112
891,202,81,107
894,204,89,105
892,203,89,106
895,205,69,100
896,207,68,100
897,207,65,100
895,207,66,97
890,199,87,113
866,209,99,104
855,207,110,106
858,211,101,97
858,212,164,97
859,210,101,102
859,213,103,93
853,210,115,97
857,212,111,95
857,214,104,94
859,213,101,93
858,214,104,93
859,214,100,94
859,215,101,92
860,215,99,92
849,214,115,90
837,215,135,104
838,212,144,115
834,214,138,105
837,218,123,82
832,206,191,117
833,195,150,119
836,213,124,89
831,183,195,146
836,210,139,112
836,211,139,104
840,213,121,89
838,209,125,94
838,205,125,97
834,204,135,97
836,205,130,96
835,205,131,96
835,205,131,96
835,204,131,97
836,205,129,95
836,205,130,99
832,198,143,102
829,193,147,108
832,201,161,99
832,198,181,107
841,208,128,90
834,202,136,95
835,203,138,94
834,200,141,98
835,202,133,95
826,177,206,146
840,205,125,90
838,198,132,99
841,197,138,102
835,189,191,126
826,183,157,120
827,186,150,112
828,186,152,112
822,183,190,124
825,183,180,126
817,181,164,120
823,183,158,118
824,184,155,118
824,183,155,116
825,184,179,123
823,184,156,116
819,179,174,125
825,184,151,112
824,183,153,112
827,185,150,111
824,182,157,118
826,187,151,114
831,195,146,102
835,206,126,91
837,208,123,95
833,209,157,94
829,213,132,85
826,208,145,103
825,190,154,114
827,209,138,95
829,210,131,88
825,187,155,119
830,211,130,91
829,211,132,92
830,211,131,92
823,191,159,116
810,191,196,120
806,213,154,91
800,213,159,90
795,212,169,92
793,214,169,91
794,215,168,92
794,215,170,93
794,216,171,91
793,216,172,92
789,211,188,99
771,220,194,88
763,219,216,89
759,221,203,87
750,221,210,86
747,222,218,85
746,221,214,86
746,221,215,86
745,222,215,86
746,222,217,85
744,222,216,84
745,225,215,79
741,226,222,79
737,217,228,92
738,224,234,83
732,215,231,96
737,218,227,92
736,221,227,88
737,224,230,82
738,218,224,93
736,225,235,80
738,225,228,77
741,223,221,84
738,223,233,80
740,225,225,79
739,225,229,78
738,223,222,89
739,218,223,95
737,220,232,94
739,218,224,100
741,218,222,106
738,222,225,102
739,222,224,104
741,225,222,98
740,225,222,102
741,229,220,97
736,228,225,98
754,231,207,94
734,231,198,88
735,232,201,83
731,233,198,82
730,233,184,82
723,225,190,98
718,226,193,92
722,233,187,73
724,236,176,67
720,236,166,65
716,235,164,67
717,233,162,68
715,235,154,64
716,232,142,72
673,237,154,85
677,234,149,86
665,233,144,87
652,236,139,88
603,227,161,99
554,219,183,109
506,210,206,120
484,204,192,114
450,203,200,120
434,200,209,114
432,199,206,113
430,199,204,111
415,193,176,114
416,194,177,114
414,191,175,118
418,196,167,110
420,196,161,107
418,195,166,109
420,197,162,106
420,196,166,108
420,198,166,107
419,197,170,109
417,194,172,113
418,198,168,108
414,199,170,106
413,204,169,98
408,210,168,84
407,211,166,86
407,210,164,87
403,203,174,101
408,209,161,88
400,199,169,108
400,199,169,106
402,203,160,96
399,206,162,89
395,205,166,91
391,204,166,90
393,203,161,92
391,202,163,93
386,194,171,106
393,203,157,90
391,198,153,99
392,196,153,103
389,189,160,118
388,184,161,126
386,180,164,137
386,179,162,139
387,180,159,137
388,181,156,135
380,175,166,151
386,182,157,139
