583,475,99,113
575,470,111,110
578,473,105,104
577,472,107,107
574,471,108,108
572,470,110,113
574,471,109,112
577,470,104,116
578,474,109,118
581,484,100,111
593,494,75,89
580,488,106,105
577,486,113,113
579,488,110,113
581,491,106,105
577,488,109,108
576,489,110,110
597,496,67,94
595,498,69,91
594,497,71,93
584,491,91,108
578,486,112,112
581,489,99,113
583,484,95,117
591,490,80,106
586,493,89,112
576,490,108,115
591,499,79,102
589,498,82,104
586,499,92,106
593,506,76,92
585,499,91,105
588,505,87,97
592,507,84,93
588,506,82,100
592,507,78,95
589,499,100,107
600,506,83,95
590,493,113,118
586,491,122,122
601,495,101,116
606,498,92,111
609,507,82,93
597,500,113,109
597,507,110,101
600,509,108,103
600,515,106,97
597,517,107,110
594,523,101,86
593,527,92,82
605,560,73,82
602,562,74,83
600,565,76,85
598,567,77,87
596,570,79,89
594,573,81,91
592,575,82,93
590,578,84,95
588,581,86,97
586,581,85,98
585,582,85,100
583,583,85,102
582,583,84,103
580,584,84,105
579,585,84,107
584,582,85,106
590,579,86,106
595,576,87,106
601,573,88,106
607,570,89,105
612,568,90,105
618,565,91,105
623,562,92,105
629,559,93,105
635,556,94,104
640,553,95,104
646,551,96,104
651,548,97,104
661,546,96,103
670,544,95,103
661,538,113,120
665,546,110,108
668,549,112,101
672,528,133,135
683,532,129,124
686,525,135,139
714,525,109,109
709,510,131,137
712,511,134,136
720,512,129,135
733,519,118,124
737,517,122,129
742,516,119,127
745,513,122,132
754,513,116,126
786,523,80,95
785,518,84,103
791,515,85,106
795,523,85,95
801,537,99,95
806,532,104,103
811,532,109,107
815,531,114,113
819,528,114,114
821,532,109,109
822,530,111,112
819,533,103,102
825,524,99,106
824,524,101,105
831,530,88,98
826,522,93,104
825,518,97,113
829,519,92,114
832,522,85,110
829,528,87,107
827,529,86,105
825,528,84,104
818,525,89,110
801,520,112,118
800,525,105,117
790,514,117,128
782,508,118,133
767,501,133,140
774,507,115,133
755,494,140,146
746,489,142,151
742,488,140,149
740,485,134,146
734,476,144,153
727,465,149,154
723,460,157,160
723,450,148,155
720,444,152,152
715,433,156,163
709,428,157,157
707,422,155,156
703,410,164,164
695,397,160,172
