163,52,43,174
162,51,44,178
165,53,45,175
166,49,46,179
168,51,45,176
167,53,48,175
170,50,40,177
170,51,41,179
170,49,38,179
169,47,40,182
166,48,41,181
167,49,38,178
160,47,41,180
164,48,36,180
156,47,41,177
155,45,43,180
155,46,35,179
152,47,39,177
148,48,45,175
152,48,37,174
150,48,39,174
146,50,44,172
149,50,38,170
150,52,36,170
148,52,38,167
150,54,35,164
147,54,40,167
146,52,43,169
147,54,47,166
149,53,46,167
140,53,54,168
138,56,56,165
135,56,61,165
136,55,59,165
137,59,58,161
136,57,59,164
138,59,56,162
139,59,56,161
137,57,59,164
137,58,58,162
135,60,62,159
135,58,61,163
134,62,65,157
134,61,65,158
133,61,67,159
134,61,67,159
136,65,64,155
136,65,62,155
139,66,60,154
137,65,65,156
143,67,59,155
141,66,62,155
146,67,55,155
144,66,58,157
154,69,43,155
154,66,44,158
158,65,39,159
161,66,31,157
164,63,38,162
166,65,36,159
164,63,45,163
165,64,44,162
165,64,49,164
165,62,53,166
169,62,54,167
167,63,59,167
166,63,66,169
169,62,65,169
167,60,73,172
168,61,73,171
175,60,70,174
176,63,71,172
182,63,70,174
182,63,69,174
188,59,70,179
187,60,70,179
190,61,73,179
192,61,71,178
201,57,67,181
201,61,67,177
206,56,66,181
207,53,65,183
214,47,60,189
214,49,59,186
214,47,60,186
214,48,60,186
217,46,54,187
216,44,55,188
217,48,54,183
217,49,53,183
215,49,52,182
219,52,47,179
214,57,51,173
212,58,53,173
212,66,53,162
213,64,54,165
200,70,76,161
198,71,79,162
184,75,105,153
183,75,109,154
183,81,114,138
184,80,117,140
184,86,119,134
184,87,119,133
180,87,125,137
174,95,133,131
175,99,131,126
174,99,133,125
183,106,101,96
197,99,77,101
199,92,80,116
202,94,69,113
213,94,54,113
205,93,64,111
198,88,74,117
206,87,62,115
199,85,77,138
195,83,87,146
188,78,104,152
179,73,118,155
183,66,87,125
172,63,104,158
167,49,93,164
147,43,111,139
143,35,107,144
145,22,96,157
